Customer,ID,Anker SKU,PDT,Forecast Type,Quarter,Week,Forecast - Units,Forecast Revenue,Delta Units,Delta Revenue,Gap Flag,IsCurrentQ,,,
CMS(Apple) US,56415,Y1812H21,Wireless,Unconstrained,Q4 2025,202549,276,"$13,468.80",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Constrained,Q4 2025,202550,260,"$12,688.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Unconstrained,Q4 2025,202550,260,"$12,688.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Constrained,Q4 2025,202551,250,"$12,200.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Unconstrained,Q4 2025,202551,250,"$12,200.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Constrained,Q4 2025,202552,270,"$13,176.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812H21,Wireless,Unconstrained,Q4 2025,202552,270,"$13,176.00",0.00,$0.00,,FALSE,56415Y1812H21,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202543,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202543,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202544,234,"$11,419.20",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202544,234,"$11,419.20",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202545,281,"$13,703.04",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202545,281,"$13,703.04",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202546,312,"$15,225.60",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202546,312,"$15,225.60",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202547,312,"$15,225.60",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202547,312,"$15,225.60",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202548,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202548,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202549,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202549,323,"$15,758.50",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202550,270,"$13,195.52",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202550,270,"$13,195.52",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202551,325,"$15,860.00",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202551,325,"$15,860.00",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Constrained,Q4 2025,202552,316,"$15,415.92",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,Y1812HA1,Wireless,Unconstrained,Q4 2025,202552,316,"$15,415.92",0.00,$0.00,,FALSE,56415Y1812HA1,48.8,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q3 2025,202536,92,"$2,760.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q3 2025,202536,92,"$2,760.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q3 2025,202537,115,"$3,450.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q3 2025,202537,115,"$3,450.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q3 2025,202538,110,"$3,300.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q3 2025,202538,110,"$3,300.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q3 2025,202539,105,"$3,150.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q3 2025,202539,105,"$3,150.00",0.00,$0.00,,TRUE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202540,100,"$3,000.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202540,100,"$3,000.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202541,108,"$3,240.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202541,108,"$3,240.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202542,162,"$4,860.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202542,162,"$4,860.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202543,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202543,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202544,108,"$3,240.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202544,108,"$3,240.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202545,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202545,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202546,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202546,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202547,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202547,144,"$4,320.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202548,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202548,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202549,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202549,166,"$4,968.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202550,156,"$4,680.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202550,156,"$4,680.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202551,150,"$4,500.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202551,150,"$4,500.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Constrained,Q4 2025,202552,162,"$4,860.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B25L0J21,Wireless,Unconstrained,Q4 2025,202552,162,"$4,860.00",0.00,$0.00,,FALSE,56415B25L0J21,30,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q3 2025,202536,253,"$3,036.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q3 2025,202536,253,"$3,036.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q3 2025,202537,253,"$3,036.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q3 2025,202537,253,"$3,036.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q3 2025,202538,242,"$2,904.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q3 2025,202538,242,"$2,904.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q3 2025,202539,231,"$2,772.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q3 2025,202539,231,"$2,772.00",0.00,$0.00,,TRUE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202540,220,"$2,640.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202540,220,"$2,640.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202541,198,"$2,376.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202541,198,"$2,376.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202542,297,"$3,564.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202542,297,"$3,564.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202543,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202543,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202544,198,"$2,376.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202544,198,"$2,376.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202545,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202545,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202546,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202546,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202547,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202547,264,"$3,168.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202548,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202548,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202549,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202549,304,"$3,643.20",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202550,286,"$3,432.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202550,286,"$3,432.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202551,275,"$3,300.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202551,275,"$3,300.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Constrained,Q4 2025,202552,297,"$3,564.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,B2657J21,Charger,Unconstrained,Q4 2025,202552,297,"$3,564.00",0.00,$0.00,,FALSE,56415B2657J21,12,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q3 2025,202538,336,"$5,032.50",0.00,$0.00,,TRUE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q3 2025,202538,336,"$5,032.50",0.00,$0.00,,TRUE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q3 2025,202539,320,"$4,803.75",0.00,$0.00,,TRUE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q3 2025,202539,320,"$4,803.75",0.00,$0.00,,TRUE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202540,305,"$4,575.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202540,305,"$4,575.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202541,275,"$4,117.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202541,275,"$4,117.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202542,412,"$6,176.25",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202542,412,"$6,176.25",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202543,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202543,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202544,275,"$4,117.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202544,275,"$4,117.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202545,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202545,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202546,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202546,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202547,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202547,366,"$5,490.00",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202548,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202548,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202549,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202549,421,"$6,313.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202550,397,"$5,947.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202550,397,"$5,947.50",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202551,381,"$5,718.75",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202551,381,"$5,718.75",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Constrained,Q4 2025,202552,412,"$6,176.25",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2689J21,Charger,Unconstrained,Q4 2025,202552,412,"$6,176.25",0.00,$0.00,,FALSE,56415A2689J21,15,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q3 2025,202536,191,"$4,595.40",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q3 2025,202536,191,"$4,595.40",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q3 2025,202537,213,"$5,106.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q3 2025,202537,213,"$5,106.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q3 2025,202538,204,"$4,884.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q3 2025,202538,204,"$4,884.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q3 2025,202539,194,"$4,662.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q3 2025,202539,194,"$4,662.00",0.00,$0.00,,TRUE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202540,185,"$4,440.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202540,185,"$4,440.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202541,167,"$3,996.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202541,167,"$3,996.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202542,250,"$5,994.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202542,250,"$5,994.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202543,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202543,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202544,167,"$3,996.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202544,167,"$3,996.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202545,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202545,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202546,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202546,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202547,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202547,222,"$5,328.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202548,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202548,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202549,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202549,255,"$6,127.20",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202550,241,"$5,772.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202550,241,"$5,772.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202551,231,"$5,550.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202551,231,"$5,550.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Constrained,Q4 2025,202552,250,"$5,994.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2604J21,Charger,Unconstrained,Q4 2025,202552,250,"$5,994.00",0.00,$0.00,,FALSE,56415A2604J21,24,Fresh Week 35
CMS(Apple) US,56415,A2655J21,Charger,Constrained,Q3 2025,202536,124,"$4,719.60",0.00,$0.00,,TRUE,56415A2655J21,38,Fresh Week 35
CMS(Apple) US,56415,A2655J21,Charger,Unconstrained,Q3 2025,202536,124,"$4,719.60",0.00,$0.00,,TRUE,56415A2655J21,38,Fresh Week 35
CMS(Apple) US,56415,A2655J21,Charger,Constrained,Q3 2025,202537,138,"$5,244.00",0.00,$0.00,,TRUE,56415A2655J21,38,Fresh Week 35
CMS(Apple) US,56415,A2655J21,Charger,Unconstrained,Q3 2025,202537,138,"$5,244.00",0.00,$0.00,,TRUE,56415A2655J21,38,Fresh Week 35
CMS(Apple) US,56415,A2655J21,Charger,Constrained,Q3 2025,202538,132,"$5,016.00",0.00,$0.00,,TRUE,56415A2655J21,38,Fresh Week 35
